state.country.isoCode;state.id;name;nameExtension;zipCode;phoneCode;language
DE;Rheinland-Pfalz;Arbach;;56769;2657;de
DE;Rheinland-Pfalz;Aremberg;, Eifel;53533;2693;de
DE;Rheinland-Pfalz;Arenrath;;54518;6575;de
DE;Rheinland-Pfalz;Arft;;56729;2655;de
DE;Rheinland-Pfalz;Argenschwang;;55595;6706;de
DE;Rheinland-Pfalz;Argenthal;;55496;6761;de
DE;Rheinland-Pfalz;Armsheim;, Rheinhess;55288;6734;de
DE;Rheinland-Pfalz;Arnsau;;53547;2638;de
DE;Rheinland-Pfalz;Arnshöfen;;56244;2666;de
DE;Rheinland-Pfalz;Artamhof;;66849;6371;de
DE;Rheinland-Pfalz;Arzbach;, Westerw;56337;2603;de
DE;Rheinland-Pfalz;Arzfeld;;54687;6550;de
DE;Rheinland-Pfalz;Asbach;, Westerw;53567;2683;de
DE;Rheinland-Pfalz;Asbach;, Hunsrück;55758;6786;de
DE;Rheinland-Pfalz;Asbacherhütte;;55758;6786;de
DE;Rheinland-Pfalz;Aschbach;, Pfalz;67753;6304;de
DE;Rheinland-Pfalz;Aspisheim;;55459;6727;de
DE;Rheinland-Pfalz;Astert;;57627;2688;de
DE;Rheinland-Pfalz;Attenhausen;, Rhein-Lahn-Kr;56370;2604;de
DE;Rheinland-Pfalz;Atzelgift;;57629;2662;de
DE;Rheinland-Pfalz;Auderath;;56766;2676;de
DE;Rheinland-Pfalz;Auel;b St Goarshausen;56357;6771;de
DE;Rheinland-Pfalz;Auen;b Monzingen;55569;6754;de
DE;Rheinland-Pfalz;Aull;;65582;6432;de
DE;Rheinland-Pfalz;Auw;bei Prüm;54597;6552;de
DE;Rheinland-Pfalz;Auw;an der Kyll;54664;6562;de
DE;Rheinland-Pfalz;Ayl;, Saar;54441;6581;de
DE;Rheinland-Pfalz;Baar;, Eifel;56729;2656;de
DE;Rheinland-Pfalz;Bacharach;;55422;6743;de
DE;Rheinland-Pfalz;Bachenberg;;57610;2681;de
DE;Rheinland-Pfalz;Bad Bergzabern;;76887;6343;de
DE;Rheinland-Pfalz;Bad Bertrich;;56864;2674;de
DE;Rheinland-Pfalz;Bad Breisig;;53498;2633;de
DE;Rheinland-Pfalz;Bad Dürkheim;;67098;6322;de
DE;Rheinland-Pfalz;Bad Ems;;56130;2603;de
DE;Rheinland-Pfalz;Bad Hönningen;;53557;2635;de
DE;Rheinland-Pfalz;Bad Kreuznach;;55543;671;de
DE;Rheinland-Pfalz;Bad Kreuznach;;55545;671;de
DE;Rheinland-Pfalz;Bad Marienberg;(Westerwald);56470;2661;de
DE;Rheinland-Pfalz;Bad Münster-Ebernburg;am Stein;55583;6708;de
DE;Rheinland-Pfalz;Bad Neuenahr-Ahrweiler;;53474;2641;de
DE;Rheinland-Pfalz;Bad Sobernheim;;55566;6751;de
DE;Rheinland-Pfalz;Badem;;54657;6563;de
DE;Rheinland-Pfalz;Badenhard;;56291;6746;de
DE;Rheinland-Pfalz;Badenheim;;55576;6701;de
DE;Rheinland-Pfalz;Baldringen;;54314;6587;de
DE;Rheinland-Pfalz;Balduinstein;;65558;6432;de
DE;Rheinland-Pfalz;Balesfeld;;54597;6553;de
DE;Rheinland-Pfalz;Bann;, Pfalz;66851;6371;de
DE;Rheinland-Pfalz;Bannberscheid;;56424;2602;de
DE;Rheinland-Pfalz;Banzenhof;, Gem Reiff;54619;6559;de
DE;Rheinland-Pfalz;Barbelroth;;76889;6343;de
DE;Rheinland-Pfalz;Bärenbach;b Simmern, Hunsrück;55483;6543;de
DE;Rheinland-Pfalz;Bärenbach;b Idar-Oberstein;55758;6784;de
DE;Rheinland-Pfalz;Bärenbrunnerhof;;66996;6391;de
DE;Rheinland-Pfalz;Bärenbrunnermühle;;66996;6391;de
DE;Rheinland-Pfalz;Barweiler;;53534;2691;de
DE;Rheinland-Pfalz;Bärweiler;;55606;6751;de
DE;Rheinland-Pfalz;Basberg;, Eifel;54578;6593;de
DE;Rheinland-Pfalz;Bassenheim;;56220;2625;de
DE;Rheinland-Pfalz;Battenberg;(Pfalz);67271;6359;de
DE;Rheinland-Pfalz;Battweiler;;66484;6337;de
DE;Rheinland-Pfalz;Bauler;b Barweiler;53534;2692;de
DE;Rheinland-Pfalz;Bauler;b Neuerburg;54673;6524;de
DE;Rheinland-Pfalz;Baumholder;;55774;6783;de
DE;Rheinland-Pfalz;Bausendorf;;54538;6532;de
DE;Rheinland-Pfalz;Baustert;;54636;6527;de
DE;Rheinland-Pfalz;Bayerfeld-Steckweiler;;67808;6362;de
DE;Rheinland-Pfalz;Becheln;;56132;2603;de
DE;Rheinland-Pfalz;Bechenheim;;55234;6736;de
DE;Rheinland-Pfalz;Becherbach;b Kirn, Nahe;55608;6757;de
DE;Rheinland-Pfalz;Becherbach;, Pfalz;67827;6364;de
DE;Rheinland-Pfalz;Bechhofen;, Pfalz;66894;6372;de
DE;Rheinland-Pfalz;Bechtheim;, Rheinhess;67595;6242;de
DE;Rheinland-Pfalz;Bechtolsheim;;55234;6733;de
DE;Rheinland-Pfalz;Bedesbach;;66885;6381;de
DE;Rheinland-Pfalz;Beilingen;;54662;6562;de
DE;Rheinland-Pfalz;Beilstein;, Mosel;56814;2673;de
DE;Rheinland-Pfalz;Beindersheim;;67259;6233;de
DE;Rheinland-Pfalz;Beinhausen;;54552;2692;de
DE;Rheinland-Pfalz;Bekond;;54340;6502;de
DE;Rheinland-Pfalz;Belg;;56858;6543;de
DE;Rheinland-Pfalz;Belgweiler;;55469;6761;de
DE;Rheinland-Pfalz;Bell;(Hunsrück);56288;6762;de
DE;Rheinland-Pfalz;Bell;, Eifel;56745;2652;de
DE;Rheinland-Pfalz;Bellheim;;76756;7272;de
DE;Rheinland-Pfalz;Bellingen;, Westerw;56459;2663;de
DE;Rheinland-Pfalz;Beltheim;;56290;6762;de
DE;Rheinland-Pfalz;Bembermühle;;56203;2624;de
DE;Rheinland-Pfalz;Bendorf;, Rhein;56170;2622;de
DE;Rheinland-Pfalz;Bengel;, Mosel;54538;6532;de
DE;Rheinland-Pfalz;Bennhausen;;67808;6357;de
DE;Rheinland-Pfalz;Benratherhof;;54314;6587;de
DE;Rheinland-Pfalz;Benzweiler;;55494;6766;de
DE;Rheinland-Pfalz;Bereborn;;56769;2692;de
DE;Rheinland-Pfalz;Berenbach;;56766;2676;de
DE;Rheinland-Pfalz;Berg;, Kr Ahrweiler;53505;2643;de
DE;Rheinland-Pfalz;Berg;, Taunus;56357;6772;de
DE;Rheinland-Pfalz;Berg;(Pfalz);76768;7273;de
DE;Rheinland-Pfalz;Bergen;b Kirn, Nahe;55608;6752;de
DE;Rheinland-Pfalz;Bergenhausen;, Hunsrück;55469;6766;de
DE;Rheinland-Pfalz;Bergerhof;b Holzappel, Rhein-Lahn-Kr;56379;6439;de
DE;Rheinland-Pfalz;Berghausen;, Rhein-Lahn-Kr;56368;6486;de
DE;Rheinland-Pfalz;Berglangenbach;;55776;6789;de
DE;Rheinland-Pfalz;Berglicht;;54426;6504;de
DE;Rheinland-Pfalz;Bergmühle;b Rockenhausen;67823;6362;de
DE;Rheinland-Pfalz;Bergweiler;b Wittlich;54518;6571;de
DE;Rheinland-Pfalz;Berkoth;;54673;6564;de
DE;Rheinland-Pfalz;Berlingen;, Eifel;54570;6591;de
DE;Rheinland-Pfalz;Bermel;;56729;2657;de
DE;Rheinland-Pfalz;Bermersheim;vor der Höhe;55234;6731;de
DE;Rheinland-Pfalz;Bermersheim;b Worms;67593;6244;de
DE;Rheinland-Pfalz;Berndorf;, Eifel;54578;6593;de
DE;Rheinland-Pfalz;Berndroth;;56370;6486;de
DE;Rheinland-Pfalz;Bernkastel-Kues;;54470;6531;de
DE;Rheinland-Pfalz;Berod;bei Wallmerod;56414;6435;de
DE;Rheinland-Pfalz;Berod;bei Hachenburg;57614;2680;de
DE;Rheinland-Pfalz;Berscheid;, Eifel;54673;6524;de
DE;Rheinland-Pfalz;Berschweiler;bei Kirn;55608;6752;de
DE;Rheinland-Pfalz;Berschweiler;b Baumholder;55777;6783;de
DE;Rheinland-Pfalz;Berzhahn;;56459;2663;de
DE;Rheinland-Pfalz;Berzhausen;;57632;2685;de
DE;Rheinland-Pfalz;Bescheid;b Hermeskeil;54413;6509;de
DE;Rheinland-Pfalz;Betteldorf;;54570;6595;de
DE;Rheinland-Pfalz;Bettendorf;b Nastätten;56355;6772;de
DE;Rheinland-Pfalz;Bettenfeld;, Eifel;54533;6572;de
DE;Rheinland-Pfalz;Bettingen;, Eifel;54646;6527;de
DE;Rheinland-Pfalz;Betzdorf;, Sieg;57518;2741;de
DE;Rheinland-Pfalz;Beulich;;56283;6745;de
DE;Rheinland-Pfalz;Beuren;(Hochwald);54413;6586;de
DE;Rheinland-Pfalz;Beuren;, Eifel;56825;2675;de
DE;Rheinland-Pfalz;Bickenbach;, Hunsrück;56291;6746;de
DE;Rheinland-Pfalz;Bickendorf;, Eifel;54636;6569;de
DE;Rheinland-Pfalz;Biebelnheim;;55234;6733;de
DE;Rheinland-Pfalz;Biebelsheim;;55546;6701;de
DE;Rheinland-Pfalz;Biebern;;55471;6761;de
DE;Rheinland-Pfalz;Biebrich;b Katzenelnbogen;56370;6486;de
DE;Rheinland-Pfalz;Biedershausen;;66917;6375;de
DE;Rheinland-Pfalz;Biedesheim;, Pfalz;67308;6355;de
DE;Rheinland-Pfalz;Biehlerhof;;66996;6393;de
DE;Rheinland-Pfalz;Biersdorf am See;;54636;6569;de
DE;Rheinland-Pfalz;Biesdorf;, Eifel;54675;6566;de
DE;Rheinland-Pfalz;Bilkheim;;56414;6435;de
DE;Rheinland-Pfalz;Billigheim-Ingenheim;;76831;6349;de
DE;Rheinland-Pfalz;Bingen;am Rhein;55411;6721;de
DE;Rheinland-Pfalz;Binningen;, Eifel;56754;2672;de
DE;Rheinland-Pfalz;Binsfeld;b Wittlich;54518;6575;de
DE;Rheinland-Pfalz;Birgel;b Lissendorf;54587;6597;de
DE;Rheinland-Pfalz;Birkenbeul;;57589;261;de
DE;Rheinland-Pfalz;Birkenfeld;, Nahe;55765;6782;de
DE;Rheinland-Pfalz;Birkenheide;, Pfalz;67134;6237;de
DE;Rheinland-Pfalz;Birkenhof;b Simmern, Hunsrück;55469;6761;de
DE;Rheinland-Pfalz;Birken-Honigsessen;;57587;2742;de
DE;Rheinland-Pfalz;Birkenhördt;;76889;6343;de
DE;Rheinland-Pfalz;Birkheim;;56291;6746;de
DE;Rheinland-Pfalz;Birkweiler;;76831;6345;de
DE;Rheinland-Pfalz;Birlenbach;, Rhein-Lahn-Kr;65626;6432;de
DE;Rheinland-Pfalz;Birnbach;, Westerw;57612;2681;de
DE;Rheinland-Pfalz;Birresborn;;54574;6594;de
DE;Rheinland-Pfalz;Birtlingen;;54634;6561;de
DE;Rheinland-Pfalz;Bischheim;, Pfalz;67294;6352;de
DE;Rheinland-Pfalz;Bissersheim;;67281;6359;de
DE;Rheinland-Pfalz;Bisterschied;;67806;6364;de
DE;Rheinland-Pfalz;Bitburg;;54634;6561;de
DE;Rheinland-Pfalz;Bitzen;b Wissen, Sieg;57539;2682;de
DE;Rheinland-Pfalz;Blankenrath;;56865;6545;de
DE;Rheinland-Pfalz;Blaubach;, Pfalz;66869;6381;de
DE;Rheinland-Pfalz;Bleckhausen;, Eifel;54570;6572;de
DE;Rheinland-Pfalz;Bleckhausener Mühle;;54570;6572;de
DE;Rheinland-Pfalz;Bleialf;;54608;6555;de
DE;Rheinland-Pfalz;Bobenheim am Berg;;67273;6353;de
DE;Rheinland-Pfalz;Bobenheim-Roxheim;;67240;6239;de
DE;Rheinland-Pfalz;Bobenthal;;76891;6394;de
DE;Rheinland-Pfalz;Böbingen;, Pfalz;67482;6327;de
DE;Rheinland-Pfalz;Böchingen;;76833;6341;de
DE;Rheinland-Pfalz;Bockenau;;55595;6758;de
DE;Rheinland-Pfalz;Bockenheim;an der Weinstraße;67278;6359;de
DE;Rheinland-Pfalz;Boden;, Westerw;56412;2602;de
DE;Rheinland-Pfalz;Bodenbach;, Eifel;53539;2692;de
DE;Rheinland-Pfalz;Bodenheim;, Rhein;55294;6135;de
DE;Rheinland-Pfalz;Bödingerhof;;66500;6338;de
DE;Rheinland-Pfalz;Bogel;;56357;6772;de
DE;Rheinland-Pfalz;Böhl-Iggelheim;;67459;6324;de
DE;Rheinland-Pfalz;Bolanden;, Pfalz;67295;6352;de
DE;Rheinland-Pfalz;Bolanderhof;;67292;6352;de
DE;Rheinland-Pfalz;Bollenbach;, Hunsrück;55624;6544;de
DE;Rheinland-Pfalz;Böllenborn;;76887;6343;de
DE;Rheinland-Pfalz;Bollendorf;;54669;6526;de
DE;Rheinland-Pfalz;Bölsberg;;57648;2661;de
DE;Rheinland-Pfalz;Bonefeld;;56579;2634;de
DE;Rheinland-Pfalz;Bonerath;;54316;6588;de
DE;Rheinland-Pfalz;Bongard;, Eifel;53539;2692;de
DE;Rheinland-Pfalz;Bonsbeuern;;56864;2674;de
DE;Rheinland-Pfalz;Boos;, Nahe;55595;6758;de
DE;Rheinland-Pfalz;Boos;, Eifel;56729;2656;de
DE;Rheinland-Pfalz;Boppard;, Rhein;56154;6742;de
DE;Rheinland-Pfalz;Börfink;;54422;6782;de
DE;Rheinland-Pfalz;Borler;;53539;2696;de
DE;Rheinland-Pfalz;Bornheim;, Rheinhess;55237;671;de
DE;Rheinland-Pfalz;Bornheim;, Pfalz;76879;6348;de
DE;Rheinland-Pfalz;Bornich;, Taunus;56348;6771;de
DE;Rheinland-Pfalz;Borod;, Westerw;57614;2688;de
DE;Rheinland-Pfalz;Börrstadt;, Pfalz;67725;6357;de
DE;Rheinland-Pfalz;Börsborn;;66904;6383;de
DE;Rheinland-Pfalz;Bosenbach;;66887;6385;de
DE;Rheinland-Pfalz;Bösodenbacherhof;;67742;6364;de
DE;Rheinland-Pfalz;Bottenbach;, Pfalz;66504;6339;de
DE;Rheinland-Pfalz;Boxberg;, Kr Daun;54552;2692;de
DE;Rheinland-Pfalz;Brachbach;, Sieg;57555;2745;de
DE;Rheinland-Pfalz;Brachtendorf;;56761;2653;de
DE;Rheinland-Pfalz;Brandscheid;, Eifel;54608;6555;de
DE;Rheinland-Pfalz;Brandscheid;, Westerw;56459;2663;de
DE;Rheinland-Pfalz;Braubach;;56338;2627;de
DE;Rheinland-Pfalz;Brauneberg;;54472;6534;de
DE;Rheinland-Pfalz;Braunshorn;;56288;671;de
DE;Rheinland-Pfalz;Braunweiler;;55595;6706;de
DE;Rheinland-Pfalz;Brauweiler;b Kirn, Nahe;55606;6754;de
DE;Rheinland-Pfalz;Brecht;, Eifel;54636;6527;de
DE;Rheinland-Pfalz;Breit;;54426;6509;de
DE;Rheinland-Pfalz;Breitenau;, Westerw;56237;2623;de
DE;Rheinland-Pfalz;Breitenau;b Kaiserslautern;67661;6307;de
DE;Rheinland-Pfalz;Breitenbach;, Pfalz;66916;6386;de
DE;Rheinland-Pfalz;Breitenheim;;55592;6753;de
DE;Rheinland-Pfalz;Breitenstein;, Pfalz;67466;6328;de
DE;Rheinland-Pfalz;Breitenthal;b Idar-Oberstein;55758;6785;de
DE;Rheinland-Pfalz;Breitscheid;, Kr Neuwied;53547;2638;de
DE;Rheinland-Pfalz;Breitscheid;, Hunsrück;55422;6743;de
DE;Rheinland-Pfalz;Breitscheidt;, Sieg;57539;2682;de
DE;Rheinland-Pfalz;Bremberg;b Katzenelnbogen;56370;6439;de
DE;Rheinland-Pfalz;Bremm;, Mosel;56814;2675;de
DE;Rheinland-Pfalz;Bremricherhof;;67822;6362;de
DE;Rheinland-Pfalz;Bremscheid;b Hausen, Wied;56588;2638;de
DE;Rheinland-Pfalz;Brenk;;56651;2655;de
DE;Rheinland-Pfalz;Bretthausen;b Rennerod, Westerw;56479;2667;de
DE;Rheinland-Pfalz;Bretzenheim;, Nahe;55559;671;de
DE;Rheinland-Pfalz;Breunigweiler;;67725;6357;de
DE;Rheinland-Pfalz;Brey;;56321;2628;de
DE;Rheinland-Pfalz;Briedel;;56867;6542;de
DE;Rheinland-Pfalz;Briedeler Heck;;56850;6543;de
DE;Rheinland-Pfalz;Brieden;;56829;2672;de
DE;Rheinland-Pfalz;Briedern;;56820;2673;de
DE;Rheinland-Pfalz;Brimingen;;54646;6522;de
DE;Rheinland-Pfalz;Brockscheid;;54552;6573;de
DE;Rheinland-Pfalz;Brodenbach;;56332;2605;de
DE;Rheinland-Pfalz;Brohl;, Eifel;56754;2672;de
DE;Rheinland-Pfalz;Brohl-Lützing;;56656;2633;de
DE;Rheinland-Pfalz;Brubbach;;57614;2684;de
DE;Rheinland-Pfalz;Bruch;b Wittlich;54518;6578;de
DE;Rheinland-Pfalz;Bruchertseifen;;57539;2742;de
DE;Rheinland-Pfalz;Bruchhausen;, Westerw;53572;2224;de
DE;Rheinland-Pfalz;Bruchmühlbach-Miesau;;66892;6372;de
DE;Rheinland-Pfalz;Bruchweiler;;55758;6786;de
DE;Rheinland-Pfalz;Bruchweiler-Bärenbach;;76891;6394;de
DE;Rheinland-Pfalz;Brücken;, Birkenfeld;55767;6782;de
DE;Rheinland-Pfalz;Brücken;(Pfalz);66904;6386;de
DE;Rheinland-Pfalz;Brücktal;;53539;2692;de
DE;Rheinland-Pfalz;Bruschied;;55606;6544;de
DE;Rheinland-Pfalz;Bruttig-Fankel;;56814;2671;de
DE;Rheinland-Pfalz;Bubach;b Kastellaun;56288;6766;de
DE;Rheinland-Pfalz;Bubenheim;, Rheinhess;55270;6130;de
DE;Rheinland-Pfalz;Bubenheim;, Pfalz;67308;6355;de
DE;Rheinland-Pfalz;Buborn;;67742;6382;de
DE;Rheinland-Pfalz;Buch;, Hunsrück;56290;6762;de
DE;Rheinland-Pfalz;Buch;, Taunus;56357;6772;de
DE;Rheinland-Pfalz;Büchel;b Cochem;56823;2678;de
DE;Rheinland-Pfalz;Büchelborn;b Dachsenhausen;56340;6776;de
DE;Rheinland-Pfalz;Buchenberg;b Bad Ems;56130;2603;de
DE;Rheinland-Pfalz;Büchenbeuren;;55491;6543;de
DE;Rheinland-Pfalz;Buchet;, Eifel;54608;6555;de
DE;Rheinland-Pfalz;Buchholz;(Westerwald);53567;2683;de
DE;Rheinland-Pfalz;Buchholzbergerhof;;66500;6338;de
DE;Rheinland-Pfalz;Budenbach;;55469;671;de
DE;Rheinland-Pfalz;Budenheim;b Mainz;55257;6139;de
DE;Rheinland-Pfalz;Büdesheim;, Eifel;54610;6558;de
DE;Rheinland-Pfalz;Büdlich;;54426;6509;de
DE;Rheinland-Pfalz;Buhlenberg;;55767;6782;de
DE;Rheinland-Pfalz;Bullay;;56859;6542;de
DE;Rheinland-Pfalz;Bundenbach;;55626;6544;de
DE;Rheinland-Pfalz;Bundenthal;;76891;6394;de
DE;Rheinland-Pfalz;Burbach;, Eifel;54597;6553;de
DE;Rheinland-Pfalz;Bürdenbach;;56593;2687;de
DE;Rheinland-Pfalz;Burg;, Eifel;54646;6522;de
DE;Rheinland-Pfalz;Burg;(Mosel);56843;6541;de
DE;Rheinland-Pfalz;Burgbrohl;;56659;2636;de
DE;Rheinland-Pfalz;Burgen;b Bernkastel-Kues;54472;6534;de
DE;Rheinland-Pfalz;Burgen;, Mosel;56332;2605;de
DE;Rheinland-Pfalz;Burglahr;;57632;2685;de
DE;Rheinland-Pfalz;Burgschwalbach;;65558;6430;de
DE;Rheinland-Pfalz;Burgsponheim;;55595;6758;de
DE;Rheinland-Pfalz;Burrweiler;;76835;6345;de
DE;Rheinland-Pfalz;Burscheid;, Eifel;54673;6564;de
DE;Rheinland-Pfalz;Burtscheid;;54424;6504;de
DE;Rheinland-Pfalz;Busenberg;, Pfalz;76891;6391;de
DE;Rheinland-Pfalz;Busenhausen;;57612;2681;de
DE;Rheinland-Pfalz;Caan;;56237;2601;de
DE;Rheinland-Pfalz;Callbach;;67829;6753;de
DE;Rheinland-Pfalz;Calmuth;;53424;2642;de
DE;Rheinland-Pfalz;Carlsberg;, Pfalz;67316;6356;de
DE;Rheinland-Pfalz;Charlottenberg;b Holzappel, Rhein-Lahn-Kr;56379;6439;de
DE;Rheinland-Pfalz;Clausen;, Kr Pirmasens;66978;6333;de
DE;Rheinland-Pfalz;Cochem;;56812;2671;de
DE;Rheinland-Pfalz;Contwig;;66497;6332;de
DE;Rheinland-Pfalz;Cramberg;;65558;6439;de
DE;Rheinland-Pfalz;Cronenberg;b Lauterecken;67744;6382;de
DE;Rheinland-Pfalz;Daaden;;57567;2743;de
DE;Rheinland-Pfalz;Dachsborn;b Dachsenhausen;56340;6776;de
DE;Rheinland-Pfalz;Dachsenhausen;;56340;6776;de
DE;Rheinland-Pfalz;Dackenheim;;67273;6353;de
DE;Rheinland-Pfalz;Dackscheid;b Waxweiler;54649;6554;de
DE;Rheinland-Pfalz;Dahlem;b Bitburg;54636;6562;de
DE;Rheinland-Pfalz;Dahlheim;, Taunus;56348;6771;de
DE;Rheinland-Pfalz;Dahn;;66994;6391;de
DE;Rheinland-Pfalz;Dahnen;;54689;6550;de
DE;Rheinland-Pfalz;Dalberg;, Kr Bad Kreuznach;55595;6706;de
DE;Rheinland-Pfalz;Daleiden;;54689;6550;de
DE;Rheinland-Pfalz;Dalheim;b Mainz;55278;6249;de
DE;Rheinland-Pfalz;Dambach;, Kr Birkenfeld, Nahe;55765;6782;de
DE;Rheinland-Pfalz;Damflos;;54413;6503;de
DE;Rheinland-Pfalz;Dammühle;;56472;2661;de
DE;Rheinland-Pfalz;Damscheid;;55432;6744;de
DE;Rheinland-Pfalz;Dankerath;;53520;2696;de
DE;Rheinland-Pfalz;Dannenfels;, Pfalz;67814;6357;de
DE;Rheinland-Pfalz;Dannstadt-Schauernheim;;67125;6231;de
DE;Rheinland-Pfalz;Darscheid;, Kr Daun;54552;6592;de
DE;Rheinland-Pfalz;Darstein;, Pfalz;76848;6398;de
DE;Rheinland-Pfalz;Dasburg;, Eifel;54689;6550;de
DE;Rheinland-Pfalz;Dattenberg;b Linz a Rhein;53547;2644;de
DE;Rheinland-Pfalz;Datzeroth;;56589;2638;de
DE;Rheinland-Pfalz;Daubach;, Hunsrück;55566;6756;de
DE;Rheinland-Pfalz;Daubach;, Westerw;56412;2602;de
DE;Rheinland-Pfalz;Daun;;54550;6592;de
DE;Rheinland-Pfalz;Dausenau;;56132;2603;de
DE;Rheinland-Pfalz;Dauwelshausen;;54673;6524;de
DE;Rheinland-Pfalz;Daxweiler;;55442;6724;de
DE;Rheinland-Pfalz;Dedenbach;;53426;2646;de
DE;Rheinland-Pfalz;Deesen;;56237;2626;de
DE;Rheinland-Pfalz;Deidesheim;;67146;6326;de
DE;Rheinland-Pfalz;Deimberg;;67742;6387;de
DE;Rheinland-Pfalz;Dellfeld;;66503;6336;de
DE;Rheinland-Pfalz;Dellingen;;57537;2682;de
DE;Rheinland-Pfalz;Demerath;;54552;6573;de
DE;Rheinland-Pfalz;Dennweiler-Frohnbach;;66871;6381;de
DE;Rheinland-Pfalz;Densborn;;54570;6594;de
DE;Rheinland-Pfalz;Denterhof;;54597;6554;de
DE;Rheinland-Pfalz;Dernau;, Ahr;53507;2643;de
DE;Rheinland-Pfalz;Dernbach;b Dierdorf;56307;2689;de
DE;Rheinland-Pfalz;Dernbach;(Westerwald);56428;2602;de
DE;Rheinland-Pfalz;Dernbach;, Pfalz;76857;6345;de
DE;Rheinland-Pfalz;Derschen;;57520;2743;de
DE;Rheinland-Pfalz;Desloch;;55592;6753;de
DE;Rheinland-Pfalz;Dessighofen;;56357;6776;de
DE;Rheinland-Pfalz;Detzem;;54340;6507;de
DE;Rheinland-Pfalz;Deudesfeld;;54570;6599;de
DE;Rheinland-Pfalz;Deuselbach;;54411;6504;de
DE;Rheinland-Pfalz;Dexheim;;55278;6133;de
